***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1230910;
PM number         : 20112620;
Serial number     : S DLA 0002 000078   ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 075;
Ref LED amplitude : 87556;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 29.0 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.64 at 017.1∞C amp 089100;
100.00%a.s.phase 2: 28.61 at 020.5∞C amp 040000;
Date   (ddmmyy)   : 270619;
Pressure (mBar)   : 1015;
;
FIRMWARE;
"Code 3.016 (IAP)  : 08/20/04, 09:50:56;"
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
27/06/19;
8:26:40 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   1;
measure mode;  5 sec ;

start time; 8:26:40 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/% airsatur.; phase/∞; amp; temp/∞C; ErrorMessage;
27/06/19;   20:26:40;       0.000;  93.382;   29.87;   42554;   18.10; E0;
27/06/19;   20:26:46;       0.102;  92.881;   29.93;   42545;   18.10; E0;
27/06/19;   20:26:51;       0.186;  92.798;   29.94;   42579;   18.10; E0;
27/06/19;   20:26:56;       0.271;  93.048;   29.91;   42615;   18.10; E0;
27/06/19;   20:27:02;       0.355;  92.549;   29.97;   42683;   18.10; E0;
27/06/19;   20:27:07;       0.440;  92.300;   30.00;   42714;   18.10; E0;
27/06/19;   20:27:12;       0.524;  91.970;   30.04;   42748;   18.10; E0;
27/06/19;   20:27:17;       0.609;  92.300;   30.00;   42777;   18.10; E0;
27/06/19;   20:27:21;       0.676;  92.218;   30.01;   42744;   18.10; E0;
27/06/19;   20:27:26;       0.761;  91.888;   30.05;   42760;   18.10; E0;
27/06/19;   20:27:31;       0.845;  92.135;   30.02;   42769;   18.10; E0;
27/06/19;   20:27:36;       0.930;  91.724;   30.07;   42762;   18.10; E0;
27/06/19;   20:27:41;       1.014;  91.724;   30.07;   42805;   18.10; E0;
27/06/19;   20:27:46;       1.099;  91.724;   30.07;   42819;   18.10; E0;
27/06/19;   20:27:51;       1.183;  92.053;   30.03;   42792;   18.10; E0;
27/06/19;   20:27:56;       1.268;  91.806;   30.06;   42755;   18.10; E0;
27/06/19;   20:28:01;       1.352;  91.970;   30.04;   42739;   18.10; E0;
27/06/19;   20:28:06;       1.437;  91.970;   30.04;   42705;   18.10; E0;
27/06/19;   20:28:11;       1.521;  92.135;   30.02;   42692;   18.10; E0;
27/06/19;   20:28:17;       1.606;  91.806;   30.06;   42707;   18.10; E0;
27/06/19;   20:28:22;       1.690;  92.383;   29.99;   42630;   18.10; E0;
27/06/19;   20:28:27;       1.775;  92.383;   29.99;   42633;   18.10; E0;
27/06/19;   20:28:32;       1.859;  92.964;   29.92;   42577;   18.10; E0;
27/06/19;   20:28:36;       1.927;  92.549;   29.97;   42579;   18.10; E0;
27/06/19;   20:28:41;       2.011;  92.881;   29.93;   42556;   18.10; E0;
27/06/19;   20:28:46;       2.096;  92.798;   29.94;   42482;   18.10; E0;
27/06/19;   20:28:51;       2.180;  92.714;   29.95;   42510;   18.10; E0;
27/06/19;   20:28:56;       2.265;  92.549;   29.97;   42532;   18.10; E0;
27/06/19;   20:29:01;       2.349;  92.466;   29.98;   42525;   18.10; E0;
27/06/19;   20:29:06;       2.434;  92.798;   29.94;   42545;   18.10; E0;
27/06/19;   20:29:11;       2.518;  92.466;   29.98;   42488;   18.10; E0;
27/06/19;   20:29:16;       2.603;  92.798;   29.94;   42513;   18.10; E0;
27/06/19;   20:29:21;       2.687;  93.048;   29.91;   42503;   18.10; E0;
27/06/19;   20:29:27;       2.772;  92.798;   29.94;   42478;   18.10; E0;
27/06/19;   20:29:32;       2.856;  93.048;   29.91;   42445;   18.10; E0;
27/06/19;   20:29:37;       2.941;  92.798;   29.94;   42460;   18.10; E0;
27/06/19;   20:29:42;       3.025;  92.714;   29.95;   42491;   18.10; E0;
27/06/19;   20:29:46;       3.093;  92.631;   29.96;   42503;   18.10; E0;
27/06/19;   20:29:51;       3.177;  92.881;   29.93;   42488;   18.10; E0;
27/06/19;   20:29:56;       3.262;  92.798;   29.94;   42481;   18.10; E0;
27/06/19;   20:30:01;       3.346;  92.881;   29.93;   42457;   18.10; E0;
27/06/19;   20:30:06;       3.431;  92.714;   29.95;   42470;   18.10; E0;
27/06/19;   20:30:11;       3.515;  92.798;   29.94;   42383;   18.10; E0;
27/06/19;   20:30:16;       3.600;  93.466;   29.86;   42365;   18.10; E0;
27/06/19;   20:30:21;       3.684;  93.718;   29.83;   42295;   18.10; E0;
27/06/19;   20:30:26;       3.769;  93.550;   29.85;   42265;   18.10; E0;
27/06/19;   20:30:31;       3.853;  94.068;   29.81;   42203;   18.00; E0;
27/06/19;   20:30:36;       3.938;  94.153;   29.80;   42202;   18.00; E0;
27/06/19;   20:30:42;       4.022;  93.886;   29.81;   42249;   18.10; E0;
27/06/19;   20:30:47;       4.107;  93.382;   29.87;   42257;   18.10; E0;
27/06/19;   20:30:52;       4.191;  93.550;   29.85;   42298;   18.10; E0;
27/06/19;   20:30:57;       4.276;  93.802;   29.82;   42274;   18.10; E0;
27/06/19;   20:31:01;       4.343;  93.215;   29.89;   42276;   18.10; E0;
27/06/19;   20:31:06;       4.428;  93.298;   29.88;   42261;   18.10; E0;
27/06/19;   20:31:11;       4.512;  93.395;   29.89;   42257;   18.00; E0;
27/06/19;   20:31:16;       4.597;  93.466;   29.86;   42264;   18.10; E0;
27/06/19;   20:31:21;       4.681;  93.382;   29.87;   42275;   18.10; E0;
27/06/19;   20:31:26;       4.766;  93.550;   29.85;   42252;   18.10; E0;
27/06/19;   20:31:31;       4.850;  93.466;   29.86;   42238;   18.10; E0;
27/06/19;   20:31:36;       4.935;  93.984;   29.82;   42197;   18.00; E0;
27/06/19;   20:31:41;       5.019;  93.550;   29.85;   42213;   18.10; E0;
27/06/19;   20:31:46;       5.104;  93.971;   29.80;   42146;   18.10; E0;
27/06/19;   20:31:52;       5.188;  93.802;   29.82;   42178;   18.10; E0;
27/06/19;   20:31:57;       5.273;  93.971;   29.80;   42140;   18.10; E0;
27/06/19;   20:32:02;       5.357;  93.718;   29.83;   42123;   18.10; E0;
27/06/19;   20:32:07;       5.442;  94.224;   29.77;   42105;   18.10; E0;
27/06/19;   20:32:11;       5.510;  94.140;   29.78;   42079;   18.10; E0;
27/06/19;   20:32:16;       5.594;  94.309;   29.76;   42102;   18.10; E0;
27/06/19;   20:32:21;       5.679;  94.492;   29.76;   42091;   18.00; E0;
27/06/19;   20:32:26;       5.763;  94.394;   29.75;   42104;   18.10; E0;
27/06/19;   20:32:31;       5.848;  94.055;   29.79;   42039;   18.10; E0;
27/06/19;   20:32:36;       5.932;  94.394;   29.75;   42017;   18.10; E0;
27/06/19;   20:32:41;       6.016;  94.479;   29.74;   42003;   18.10; E0;
27/06/19;   20:32:46;       6.101;  94.479;   29.74;   42003;   18.10; E0;
27/06/19;   20:32:51;       6.186;  94.394;   29.75;   42017;   18.10; E0;
27/06/19;   20:32:56;       6.270;  94.394;   29.75;   42006;   18.10; E0;
27/06/19;   20:33:01;       6.355;  94.662;   29.74;   41991;   18.00; E0;
27/06/19;   20:33:07;       6.439;  94.224;   29.77;   42025;   18.10; E0;
27/06/19;   20:33:12;       6.524;  93.971;   29.80;   42064;   18.10; E0;
27/06/19;   20:33:17;       6.608;  94.224;   29.77;   42042;   18.10; E0;
27/06/19;   20:33:22;       6.692;  94.407;   29.77;   42027;   18.00; E0;
27/06/19;   20:33:26;       6.760;  94.662;   29.74;   41987;   18.00; E0;
27/06/19;   20:33:31;       6.845;  94.394;   29.75;   41954;   18.10; E0;
27/06/19;   20:33:36;       6.929;  94.564;   29.73;   41890;   18.10; E0;
27/06/19;   20:33:41;       7.014;  94.734;   29.71;   41898;   18.10; E0;
27/06/19;   20:33:46;       7.098;  94.394;   29.75;   41896;   18.10; E0;
27/06/19;   20:33:51;       7.183;  94.734;   29.71;   41899;   18.10; E0;
27/06/19;   20:33:56;       7.267;  94.649;   29.72;   41909;   18.10; E0;
27/06/19;   20:34:01;       7.352;  94.734;   29.71;   41927;   18.10; E0;
27/06/19;   20:34:06;       7.436;  94.649;   29.72;   41947;   18.10; E0;
27/06/19;   20:34:11;       7.521;  94.649;   29.72;   41941;   18.10; E0;
27/06/19;   20:34:17;       7.605;  94.662;   29.74;   41933;   18.00; E0;
27/06/19;   20:34:22;       7.690;  94.662;   29.74;   41930;   18.00; E0;
27/06/19;   20:34:27;       7.774;  95.076;   29.67;   41884;   18.10; E0;
27/06/19;   20:34:32;       7.859;  94.747;   29.73;   41853;   18.00; E0;
27/06/19;   20:34:36;       7.926;  94.990;   29.68;   41851;   18.10; E0;
27/06/19;   20:34:41;       8.011;  95.260;   29.67;   41834;   18.00; E0;
27/06/19;   20:34:46;       8.095;  95.260;   29.67;   41821;   18.00; E0;
27/06/19;   20:34:51;       8.180;  95.088;   29.69;   41801;   18.00; E0;
27/06/19;   20:34:56;       8.264;  94.905;   29.69;   41842;   18.10; E0;
27/06/19;   20:35:01;       8.349;  94.990;   29.68;   41830;   18.10; E0;
27/06/19;   20:35:06;       8.433;  94.905;   29.69;   41792;   18.10; E0;
27/06/19;   20:35:11;       8.518;  95.260;   29.67;   41779;   18.00; E0;
27/06/19;   20:35:16;       8.602;  95.076;   29.67;   41742;   18.10; E0;
