***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1230910;
PM number         : 20112620;
Serial number     : S DLA 0002 000078   ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 075;
Ref LED amplitude : 88083;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 27.6 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.64 at 017.1∞C amp 089100;
100.00%a.s.phase 2: 28.70 at 020.1∞C amp 044400;
Date   (ddmmyy)   : 260619;
Pressure (mBar)   : 1014;
;
FIRMWARE;
"Code 3.016 (IAP)  : 08/20/04, 09:50:56;"
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
27/06/19;
4:43:22 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 4:43:22 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/% airsatur.; phase/∞; amp; temp/∞C; ErrorMessage;
27/06/19;   16:43:22;       0.000; 108.319;   28.29;   39562;   17.90; E0;
27/06/19;   16:43:23;       0.017; 108.219;   28.30;   39559;   17.90; E0;
27/06/19;   16:43:24;       0.034; 108.269;   28.29;   39543;   17.90; E0;
27/06/19;   16:43:25;       0.051; 108.344;   28.29;   39563;   17.90; E0;
27/06/19;   16:43:26;       0.068; 108.319;   28.29;   39548;   17.90; E0;
27/06/19;   16:43:27;       0.085; 108.344;   28.29;   39548;   17.90; E0;
27/06/19;   16:43:28;       0.102; 108.319;   28.29;   39543;   17.90; E0;
27/06/19;   16:43:29;       0.119; 108.169;   28.30;   39530;   17.90; E0;
27/06/19;   16:43:30;       0.135; 108.194;   28.30;   39550;   17.90; E0;
27/06/19;   16:43:31;       0.152; 108.194;   28.30;   39547;   17.90; E0;
27/06/19;   16:43:32;       0.170; 108.194;   28.30;   39550;   17.90; E0;
27/06/19;   16:43:33;       0.186; 108.269;   28.30;   39538;   17.90; E0;
27/06/19;   16:43:34;       0.203; 108.219;   28.30;   39536;   17.90; E0;
27/06/19;   16:43:35;       0.220; 108.319;   28.29;   39539;   17.90; E0;
27/06/19;   16:43:36;       0.237; 108.194;   28.30;   39529;   17.90; E0;
27/06/19;   16:43:37;       0.254; 108.144;   28.31;   39543;   17.90; E0;
27/06/19;   16:43:38;       0.271; 108.194;   28.30;   39531;   17.90; E0;
27/06/19;   16:43:39;       0.288; 108.119;   28.31;   39511;   17.90; E0;
27/06/19;   16:43:40;       0.305; 108.219;   28.30;   39512;   17.90; E0;
27/06/19;   16:43:41;       0.322; 108.269;   28.30;   39505;   17.90; E0;
27/06/19;   16:43:42;       0.339; 108.319;   28.29;   39506;   17.90; E0;
27/06/19;   16:43:43;       0.356; 108.369;   28.28;   39525;   17.90; E0;
27/06/19;   16:43:44;       0.373; 108.419;   28.28;   39506;   17.90; E0;
27/06/19;   16:43:45;       0.389; 108.494;   28.27;   39512;   17.90; E0;
27/06/19;   16:43:46;       0.406; 108.444;   28.28;   39512;   17.90; E0;
27/06/19;   16:43:47;       0.423; 108.369;   28.29;   39511;   17.90; E0;
27/06/19;   16:43:48;       0.440; 108.319;   28.29;   39500;   17.90; E0;
27/06/19;   16:43:49;       0.457; 108.244;   28.30;   39518;   17.90; E0;
27/06/19;   16:43:50;       0.474; 108.294;   28.29;   39506;   17.90; E0;
27/06/19;   16:43:51;       0.491; 108.344;   28.29;   39505;   17.90; E0;
27/06/19;   16:43:52;       0.508; 108.319;   28.29;   39498;   17.90; E0;
27/06/19;   16:43:53;       0.525; 108.394;   28.28;   39475;   17.90; E0;
27/06/19;   16:43:54;       0.542; 108.369;   28.29;   39481;   17.90; E0;
27/06/19;   16:43:55;       0.559; 108.369;   28.29;   39480;   17.90; E0;
27/06/19;   16:43:56;       0.576; 108.444;   28.28;   39494;   17.90; E0;
27/06/19;   16:43:57;       0.593; 108.394;   28.28;   39481;   17.90; E0;
27/06/19;   16:43:58;       0.609; 108.469;   28.27;   39488;   17.90; E0;
27/06/19;   16:43:59;       0.627; 108.419;   28.28;   39460;   17.90; E0;
27/06/19;   16:44:00;       0.643; 108.344;   28.29;   39479;   17.90; E0;
27/06/19;   16:44:01;       0.660; 108.319;   28.29;   39449;   17.90; E0;
27/06/19;   16:44:02;       0.677; 108.219;   28.30;   39462;   17.90; E0;
27/06/19;   16:44:03;       0.694; 108.294;   28.29;   39448;   17.90; E0;
27/06/19;   16:44:04;       0.711; 108.269;   28.30;   39436;   17.90; E0;
27/06/19;   16:44:05;       0.728; 108.319;   28.29;   39468;   17.90; E0;
27/06/19;   16:44:06;       0.745; 108.294;   28.29;   39449;   17.90; E0;
27/06/19;   16:44:07;       0.762; 108.269;   28.30;   39466;   17.90; E0;
27/06/19;   16:44:08;       0.779; 108.319;   28.29;   39448;   17.90; E0;
27/06/19;   16:44:09;       0.796; 108.244;   28.30;   39449;   17.90; E0;
27/06/19;   16:44:10;       0.813; 108.244;   28.30;   39430;   17.90; E0;
27/06/19;   16:44:11;       0.830; 108.244;   28.30;   39442;   17.90; E0;
27/06/19;   16:44:12;       0.847; 108.144;   28.31;   39434;   17.90; E0;
27/06/19;   16:44:13;       0.863; 108.144;   28.31;   39411;   17.90; E0;
27/06/19;   16:44:14;       0.881; 108.194;   28.30;   39448;   17.90; E0;
27/06/19;   16:44:15;       0.897; 108.194;   28.30;   39424;   17.90; E0;
27/06/19;   16:44:16;       0.914; 108.294;   28.29;   39423;   17.90; E0;
27/06/19;   16:44:17;       0.931; 108.219;   28.30;   39402;   17.90; E0;
27/06/19;   16:44:18;       0.948; 108.194;   28.30;   39411;   17.90; E0;
27/06/19;   16:44:19;       0.965; 108.194;   28.30;   39385;   17.90; E0;
27/06/19;   16:44:20;       0.982; 108.144;   28.31;   39404;   17.90; E0;
27/06/19;   16:44:21;       0.999; 108.194;   28.30;   39385;   17.90; E0;
27/06/19;   16:44:23;       1.016; 108.144;   28.31;   39379;   17.90; E0;
27/06/19;   16:44:24;       1.033; 108.194;   28.30;   39360;   17.90; E0;
27/06/19;   16:44:25;       1.050; 108.269;   28.30;   39372;   17.90; E0;
27/06/19;   16:44:27;       1.084; 108.269;   28.30;   39372;   17.90; E0;
27/06/19;   16:44:28;       1.101; 108.419;   28.28;   39374;   17.90; E0;
27/06/19;   16:44:29;       1.117; 108.494;   28.27;   39349;   17.90; E0;
27/06/19;   16:44:30;       1.134; 108.469;   28.27;   39342;   17.90; E0;
27/06/19;   16:44:31;       1.151; 108.545;   28.27;   39329;   17.90; E0;
27/06/19;   16:44:32;       1.168; 108.469;   28.27;   39355;   17.90; E0;
27/06/19;   16:44:33;       1.185; 108.444;   28.28;   39329;   17.90; E0;
27/06/19;   16:44:34;       1.202; 108.444;   28.28;   39315;   17.90; E0;
27/06/19;   16:44:35;       1.219; 108.520;   28.27;   39323;   17.90; E0;
27/06/19;   16:44:36;       1.236; 108.570;   28.27;   39304;   17.90; E0;
27/06/19;   16:44:37;       1.253; 108.469;   28.27;   39328;   17.90; E0;
27/06/19;   16:44:38;       1.270; 108.344;   28.29;   39295;   17.90; E0;
27/06/19;   16:44:39;       1.287; 108.319;   28.29;   39292;   17.90; E0;
27/06/19;   16:44:40;       1.304; 108.194;   28.30;   39303;   17.90; E0;
27/06/19;   16:44:41;       1.320; 108.244;   28.30;   39291;   17.90; E0;
27/06/19;   16:44:42;       1.338; 108.369;   28.28;   39309;   17.90; E0;
27/06/19;   16:44:44;       1.371; 108.269;   28.30;   39283;   17.90; E0;
27/06/19;   16:44:45;       1.388; 108.419;   28.28;   39267;   17.90; E0;
27/06/19;   16:44:46;       1.405; 108.419;   28.28;   39260;   17.90; E0;
27/06/19;   16:44:47;       1.422; 108.494;   28.27;   39236;   17.90; E0;
27/06/19;   16:44:48;       1.439; 108.545;   28.27;   39235;   17.90; E0;
27/06/19;   16:44:49;       1.456; 108.520;   28.27;   39235;   17.90; E0;
27/06/19;   16:44:50;       1.473; 108.494;   28.27;   39240;   17.90; E0;
27/06/19;   16:44:51;       1.490; 108.394;   28.28;   39215;   17.90; E0;
27/06/19;   16:44:52;       1.507; 108.419;   28.28;   39202;   17.90; E0;
27/06/19;   16:44:53;       1.524; 108.394;   28.28;   39216;   17.90; E0;
27/06/19;   16:44:54;       1.541; 108.369;   28.29;   39215;   17.90; E0;
27/06/19;   16:44:55;       1.558; 108.494;   28.27;   39210;   17.90; E0;
27/06/19;   16:44:56;       1.574; 108.494;   28.27;   39228;   17.90; E0;
27/06/19;   16:44:57;       1.592; 108.344;   28.29;   39187;   17.90; E0;
27/06/19;   16:44:58;       1.608; 108.369;   28.28;   39190;   17.90; E0;
27/06/19;   16:44:59;       1.625; 108.169;   28.30;   39187;   17.90; E0;
27/06/19;   16:45:00;       1.642; 108.194;   28.30;   39178;   17.90; E0;
27/06/19;   16:45:01;       1.659; 108.369;   28.29;   39178;   17.90; E0;
27/06/19;   16:45:02;       1.676; 108.394;   28.28;   39178;   17.90; E0;
