***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1230910;
PM number         : 20112620;
Serial number     : S DLA 0002 000078   ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 075;
Ref LED amplitude : 87967;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 25.3 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.64 at 017.1∞C amp 089100;
100.00%a.s.phase 2: 28.42 at 021.0∞C amp 045700;
Date   (ddmmyy)   : 010719;
Pressure (mBar)   : 1013;
;
FIRMWARE;
"Code 3.016 (IAP)  : 08/20/04, 09:50:56;"
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
01/07/19;
7:51:13 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   1;
measure mode;  5 sec ;

start time; 7:51:13 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/% airsatur.; phase/∞; amp; temp/∞C; ErrorMessage;
01/07/19;   19:51:13;       0.000;  88.014;   30.57;   43628;   17.50; E0;
01/07/19;   19:51:19;       0.102;  88.014;   30.57;   43621;   17.50; E0;
01/07/19;   19:51:24;       0.186;  88.092;   30.56;   43623;   17.50; E0;
01/07/19;   19:51:29;       0.271;  88.171;   30.55;   43623;   17.50; E0;
01/07/19;   19:51:34;       0.355;  88.092;   30.56;   43607;   17.50; E0;
01/07/19;   19:51:39;       0.439;  88.092;   30.56;   43596;   17.50; E0;
01/07/19;   19:51:44;       0.524;  88.249;   30.54;   43631;   17.50; E0;
01/07/19;   19:51:49;       0.608;  88.249;   30.54;   43616;   17.50; E0;
01/07/19;   19:51:53;       0.676;  88.249;   30.54;   43607;   17.50; E0;
01/07/19;   19:51:58;       0.761;  88.171;   30.55;   43619;   17.50; E0;
01/07/19;   19:52:03;       0.845;  87.858;   30.59;   43620;   17.50; E0;
01/07/19;   19:52:08;       0.930;  88.171;   30.55;   43610;   17.50; E0;
01/07/19;   19:52:13;       1.014;  87.703;   30.61;   43598;   17.50; E0;
01/07/19;   19:52:19;       1.099;  88.014;   30.57;   43627;   17.50; E0;
01/07/19;   19:52:24;       1.183;  87.781;   30.60;   43624;   17.50; E0;
01/07/19;   19:52:29;       1.268;  87.625;   30.62;   43619;   17.50; E0;
01/07/19;   19:52:34;       1.352;  87.936;   30.58;   43626;   17.50; E0;
01/07/19;   19:52:39;       1.437;  88.014;   30.57;   43630;   17.50; E0;
01/07/19;   19:52:44;       1.521;  88.171;   30.55;   43608;   17.50; E0;
01/07/19;   19:52:49;       1.606;  87.858;   30.59;   43608;   17.50; E0;
01/07/19;   19:52:54;       1.690;  87.858;   30.59;   43601;   17.50; E0;
01/07/19;   19:52:59;       1.775;  88.092;   30.56;   43572;   17.50; E0;
01/07/19;   19:53:04;       1.859;  88.092;   30.56;   43566;   17.50; E0;
01/07/19;   19:53:08;       1.927;  88.171;   30.55;   43616;   17.50; E0;
01/07/19;   19:53:13;       2.011;  88.092;   30.56;   43566;   17.50; E0;
01/07/19;   19:53:18;       2.096;  88.327;   30.53;   43591;   17.50; E0;
01/07/19;   19:53:23;       2.180;  88.092;   30.56;   43605;   17.50; E0;
01/07/19;   19:53:29;       2.265;  87.936;   30.58;   43596;   17.50; E0;
01/07/19;   19:53:34;       2.349;  88.249;   30.54;   43576;   17.50; E0;
01/07/19;   19:53:39;       2.434;  88.171;   30.55;   43545;   17.50; E0;
01/07/19;   19:53:44;       2.518;  88.171;   30.55;   43534;   17.50; E0;
01/07/19;   19:53:49;       2.603;  88.327;   30.53;   43544;   17.50; E0;
01/07/19;   19:53:54;       2.687;  88.249;   30.54;   43544;   17.50; E0;
01/07/19;   19:53:59;       2.772;  88.171;   30.55;   43523;   17.50; E0;
01/07/19;   19:54:04;       2.856;  88.406;   30.52;   43525;   17.50; E0;
01/07/19;   19:54:09;       2.941;  88.092;   30.56;   43529;   17.50; E0;
01/07/19;   19:54:14;       3.025;  88.406;   30.52;   43478;   17.50; E0;
01/07/19;   19:54:18;       3.093;  88.249;   30.54;   43510;   17.50; E0;
01/07/19;   19:54:23;       3.177;  88.484;   30.51;   43495;   17.50; E0;
01/07/19;   19:54:28;       3.262;  88.249;   30.54;   43482;   17.50; E0;
01/07/19;   19:54:33;       3.347;  88.327;   30.53;   43466;   17.50; E0;
01/07/19;   19:54:38;       3.431;  88.642;   30.49;   43459;   17.50; E0;
01/07/19;   19:54:44;       3.515;  88.484;   30.51;   43474;   17.50; E0;
01/07/19;   19:54:49;       3.600;  88.249;   30.54;   43453;   17.50; E0;
01/07/19;   19:54:54;       3.684;  88.642;   30.49;   43441;   17.50; E0;
01/07/19;   19:54:59;       3.769;  88.484;   30.51;   43445;   17.50; E0;
01/07/19;   19:55:04;       3.853;  88.406;   30.52;   43433;   17.50; E0;
01/07/19;   19:55:09;       3.938;  88.563;   30.50;   43467;   17.50; E0;
01/07/19;   19:55:14;       4.022;  88.249;   30.54;   43433;   17.50; E0;
01/07/19;   19:55:19;       4.107;  88.327;   30.53;   43441;   17.50; E0;
01/07/19;   19:55:24;       4.191;  88.249;   30.54;   43436;   17.50; E0;
01/07/19;   19:55:29;       4.276;  88.642;   30.49;   43399;   17.50; E0;
01/07/19;   19:55:33;       4.343;  88.484;   30.51;   43416;   17.50; E0;
01/07/19;   19:55:38;       4.428;  88.249;   30.54;   43409;   17.50; E0;
01/07/19;   19:55:43;       4.512;  88.563;   30.50;   43422;   17.50; E0;
01/07/19;   19:55:48;       4.597;  88.878;   30.46;   43418;   17.50; E0;
01/07/19;   19:55:54;       4.682;  88.406;   30.52;   43382;   17.50; E0;
01/07/19;   19:55:59;       4.766;  88.327;   30.53;   43401;   17.50; E0;
01/07/19;   19:56:04;       4.850;  88.642;   30.49;   43357;   17.50; E0;
01/07/19;   19:56:09;       4.935;  88.799;   30.47;   43328;   17.50; E0;
01/07/19;   19:56:14;       5.019;  88.642;   30.49;   43336;   17.50; E0;
01/07/19;   19:56:19;       5.104;  88.720;   30.48;   43331;   17.50; E0;
01/07/19;   19:56:24;       5.188;  88.720;   30.48;   43344;   17.50; E0;
01/07/19;   19:56:29;       5.273;  88.799;   30.47;   43351;   17.50; E0;
01/07/19;   19:56:34;       5.358;  88.642;   30.49;   43310;   17.50; E0;
01/07/19;   19:56:39;       5.442;  88.957;   30.45;   43344;   17.50; E0;
01/07/19;   19:56:43;       5.509;  88.878;   30.46;   43331;   17.50; E0;
01/07/19;   19:56:48;       5.594;  88.720;   30.48;   43300;   17.50; E0;
01/07/19;   19:56:53;       5.678;  88.878;   30.46;   43293;   17.50; E0;
01/07/19;   19:56:58;       5.763;  88.799;   30.47;   43337;   17.50; E0;
01/07/19;   19:57:03;       5.848;  88.720;   30.48;   43332;   17.50; E0;
01/07/19;   19:57:09;       5.932;  88.720;   30.48;   43325;   17.50; E0;
01/07/19;   19:57:14;       6.017;  88.720;   30.48;   43350;   17.50; E0;
01/07/19;   19:57:19;       6.101;  89.036;   30.44;   43336;   17.50; E0;
01/07/19;   19:57:24;       6.185;  89.195;   30.42;   43293;   17.50; E0;
01/07/19;   19:57:29;       6.270;  88.878;   30.46;   43319;   17.50; E0;
01/07/19;   19:57:34;       6.354;  88.799;   30.47;   43283;   17.50; E0;
01/07/19;   19:57:39;       6.439;  88.878;   30.46;   43286;   17.50; E0;
01/07/19;   19:57:44;       6.524;  88.642;   30.49;   43295;   17.50; E0;
01/07/19;   19:57:49;       6.608;  89.115;   30.43;   43295;   17.50; E0;
01/07/19;   19:57:53;       6.676;  88.878;   30.46;   43254;   17.50; E0;
01/07/19;   19:57:58;       6.760;  89.195;   30.42;   43268;   17.50; E0;
01/07/19;   19:58:03;       6.845;  89.036;   30.44;   43287;   17.50; E0;
01/07/19;   19:58:08;       6.929;  89.115;   30.43;   43269;   17.50; E0;
01/07/19;   19:58:13;       7.014;  89.115;   30.43;   43255;   17.50; E0;
01/07/19;   19:58:19;       7.098;  88.957;   30.45;   43238;   17.50; E0;
01/07/19;   19:58:24;       7.183;  89.195;   30.42;   43237;   17.50; E0;
