***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1230910;
PM number         : 20112620;
Serial number     : S DLA 0002 000078   ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 075;
Ref LED amplitude : 88757;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 24.0 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.64 at 017.1∞C amp 089100;
100.00%a.s.phase 2: 28.71 at 019.7∞C amp 041600;
Date   (ddmmyy)   : 230619;
Pressure (mBar)   : 1015;
;
FIRMWARE;
"Code 3.016 (IAP)  : 08/20/04, 09:50:56;"
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
24/06/19;
10:19:25 AM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   4;
measure mode;  1 sec ;

start time; 10:19:25 AM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/% airsatur.; phase/∞; amp; temp/∞C; ErrorMessage;
24/06/19;   10:19:25;       0.000; 104.726;   28.54;   35085;   18.10; E0;
24/06/19;   10:19:26;       0.015; 104.903;   28.54;   35066;   18.00; E0;
24/06/19;   10:19:27;       0.032; 104.927;   28.54;   35079;   18.00; E0;
24/06/19;   10:19:28;       0.049; 104.903;   28.54;   35079;   18.00; E0;
24/06/19;   10:19:29;       0.066; 104.831;   28.55;   35066;   18.00; E0;
24/06/19;   10:19:30;       0.083; 104.879;   28.54;   35061;   18.00; E0;
24/06/19;   10:19:31;       0.100; 104.735;   28.56;   35064;   18.00; E0;
24/06/19;   10:19:32;       0.117; 104.710;   28.56;   35059;   18.00; E0;
24/06/19;   10:19:33;       0.134; 104.686;   28.57;   35053;   18.00; E0;
24/06/19;   10:19:34;       0.151; 104.542;   28.58;   35058;   18.00; E0;
24/06/19;   10:19:35;       0.168; 104.638;   28.57;   35060;   18.00; E0;
24/06/19;   10:19:36;       0.185; 104.638;   28.57;   35054;   18.00; E0;
24/06/19;   10:19:37;       0.201; 104.710;   28.56;   35060;   18.00; E0;
24/06/19;   10:19:38;       0.219; 104.831;   28.55;   35054;   18.00; E0;
24/06/19;   10:19:39;       0.235; 104.654;   28.55;   35054;   18.10; E0;
24/06/19;   10:19:40;       0.252; 104.951;   28.54;   35050;   18.00; E0;
24/06/19;   10:19:41;       0.269; 104.903;   28.54;   35047;   18.00; E0;
24/06/19;   10:19:42;       0.286; 104.903;   28.54;   35049;   18.00; E0;
24/06/19;   10:19:43;       0.303; 104.831;   28.55;   35048;   18.00; E0;
24/06/19;   10:19:44;       0.320; 104.735;   28.56;   35054;   18.00; E0;
24/06/19;   10:19:46;       0.354; 104.831;   28.55;   35036;   18.00; E0;
24/06/19;   10:19:48;       0.388; 104.759;   28.56;   35021;   18.00; E0;
24/06/19;   10:19:49;       0.405; 104.735;   28.56;   35027;   18.00; E0;
24/06/19;   10:19:50;       0.422; 104.735;   28.56;   35035;   18.00; E0;
24/06/19;   10:19:51;       0.439; 104.735;   28.56;   35005;   18.00; E0;
24/06/19;   10:19:52;       0.455; 104.759;   28.56;   35028;   18.00; E0;
24/06/19;   10:19:53;       0.473; 104.879;   28.55;   35030;   18.00; E0;
24/06/19;   10:19:54;       0.489; 104.903;   28.54;   35028;   18.00; E0;
24/06/19;   10:19:55;       0.506; 104.903;   28.54;   35005;   18.00; E0;
24/06/19;   10:19:56;       0.523; 104.855;   28.55;   35014;   18.00; E0;
24/06/19;   10:19:57;       0.540; 104.783;   28.55;   35022;   18.00; E0;
24/06/19;   10:19:58;       0.557; 104.759;   28.56;   35010;   18.00; E0;
24/06/19;   10:19:59;       0.574; 104.710;   28.56;   35010;   18.00; E0;
24/06/19;   10:20:00;       0.591; 104.557;   28.56;   35009;   18.10; E0;
24/06/19;   10:20:01;       0.608; 104.807;   28.55;   35023;   18.00; E0;
24/06/19;   10:20:02;       0.625; 104.807;   28.55;   35029;   18.00; E0;
24/06/19;   10:20:03;       0.642; 104.855;   28.55;   35024;   18.00; E0;
24/06/19;   10:20:04;       0.659; 104.903;   28.54;   35010;   18.00; E0;
24/06/19;   10:20:05;       0.676; 104.783;   28.55;   34989;   18.00; E0;
24/06/19;   10:20:06;       0.692; 104.735;   28.56;   35016;   18.00; E0;
24/06/19;   10:20:07;       0.710; 104.437;   28.57;   35015;   18.10; E0;
24/06/19;   10:20:08;       0.726; 104.590;   28.57;   35003;   18.00; E0;
24/06/19;   10:20:09;       0.743; 104.638;   28.57;   35009;   18.00; E0;
24/06/19;   10:20:10;       0.760; 104.759;   28.56;   34992;   18.00; E0;
24/06/19;   10:20:11;       0.777; 104.533;   28.56;   34995;   18.10; E0;
24/06/19;   10:20:12;       0.794; 104.485;   28.56;   34996;   18.10; E0;
24/06/19;   10:20:13;       0.811; 104.581;   28.55;   34999;   18.10; E0;
24/06/19;   10:20:14;       0.828; 104.557;   28.56;   35010;   18.10; E0;
24/06/19;   10:20:15;       0.845; 104.831;   28.55;   35004;   18.00; E0;
24/06/19;   10:20:16;       0.862; 104.927;   28.54;   35004;   18.00; E0;
24/06/19;   10:20:18;       0.879; 104.879;   28.55;   34997;   18.00; E0;
24/06/19;   10:20:19;       0.896; 104.831;   28.55;   34984;   18.00; E0;
24/06/19;   10:20:20;       0.913; 104.783;   28.55;   34984;   18.00; E0;
24/06/19;   10:20:21;       0.929; 104.437;   28.57;   35014;   18.10; E0;
24/06/19;   10:20:22;       0.947; 104.413;   28.57;   34985;   18.10; E0;
24/06/19;   10:20:23;       0.963; 104.533;   28.56;   34994;   18.10; E0;
24/06/19;   10:20:24;       0.980; 104.605;   28.55;   34985;   18.10; E0;
24/06/19;   10:20:25;       0.997; 104.702;   28.54;   34990;   18.10; E0;
24/06/19;   10:20:26;       1.014; 104.702;   28.54;   34972;   18.10; E0;
24/06/19;   10:20:27;       1.031; 104.654;   28.55;   34978;   18.10; E0;
24/06/19;   10:20:28;       1.048; 104.533;   28.56;   34995;   18.10; E0;
24/06/19;   10:20:29;       1.065; 104.605;   28.55;   34979;   18.10; E0;
24/06/19;   10:20:30;       1.082; 104.783;   28.55;   34977;   18.00; E0;
24/06/19;   10:20:32;       1.116; 104.557;   28.56;   34979;   18.10; E0;
24/06/19;   10:20:34;       1.150; 104.807;   28.55;   34965;   18.00; E0;
24/06/19;   10:20:35;       1.167; 104.759;   28.56;   34965;   18.00; E0;
24/06/19;   10:20:36;       1.183; 104.807;   28.55;   34972;   18.00; E0;
24/06/19;   10:20:37;       1.201; 104.831;   28.55;   34979;   18.00; E0;
24/06/19;   10:20:38;       1.217; 104.759;   28.56;   34982;   18.00; E0;
24/06/19;   10:20:39;       1.234; 104.485;   28.57;   34965;   18.10; E0;
24/06/19;   10:20:40;       1.251; 104.557;   28.56;   34974;   18.10; E0;
24/06/19;   10:20:41;       1.268; 104.662;   28.57;   34964;   18.00; E0;
24/06/19;   10:20:42;       1.285; 104.807;   28.55;   34954;   18.00; E0;
24/06/19;   10:20:43;       1.302; 104.702;   28.54;   34965;   18.10; E0;
24/06/19;   10:20:44;       1.319; 104.735;   28.56;   34952;   18.00; E0;
24/06/19;   10:20:45;       1.336; 104.581;   28.55;   34965;   18.10; E0;
24/06/19;   10:20:46;       1.353; 104.509;   28.56;   34940;   18.10; E0;
24/06/19;   10:20:47;       1.370; 104.710;   28.56;   34954;   18.00; E0;
24/06/19;   10:20:48;       1.387; 104.605;   28.55;   34940;   18.10; E0;
24/06/19;   10:20:49;       1.404; 104.783;   28.55;   34958;   18.00; E0;
24/06/19;   10:20:50;       1.420; 104.759;   28.56;   34952;   18.00; E0;
24/06/19;   10:20:51;       1.438; 104.437;   28.57;   34952;   18.10; E0;
24/06/19;   10:20:52;       1.454; 104.437;   28.57;   34947;   18.10; E0;
24/06/19;   10:20:53;       1.471; 104.461;   28.57;   34941;   18.10; E0;
24/06/19;   10:20:54;       1.488; 104.509;   28.56;   34958;   18.10; E0;
24/06/19;   10:20:55;       1.505; 104.629;   28.55;   34953;   18.10; E0;
24/06/19;   10:20:56;       1.522; 104.629;   28.55;   34933;   18.10; E0;
24/06/19;   10:20:57;       1.539; 104.807;   28.55;   34940;   18.00; E0;
24/06/19;   10:20:58;       1.556; 104.509;   28.56;   34936;   18.10; E0;
24/06/19;   10:20:59;       1.573; 104.581;   28.55;   34935;   18.10; E0;
24/06/19;   10:21:00;       1.590; 104.605;   28.55;   34922;   18.10; E0;
24/06/19;   10:21:01;       1.607; 104.605;   28.55;   34958;   18.10; E0;
24/06/19;   10:21:02;       1.624; 104.654;   28.55;   34933;   18.10; E0;
24/06/19;   10:21:03;       1.641; 104.557;   28.56;   34953;   18.10; E0;
24/06/19;   10:21:04;       1.657; 104.581;   28.55;   34935;   18.10; E0;
24/06/19;   10:21:05;       1.675; 104.678;   28.54;   34942;   18.10; E0;
24/06/19;   10:21:06;       1.691; 104.726;   28.54;   34946;   18.10; E0;
24/06/19;   10:21:07;       1.708; 104.750;   28.54;   34933;   18.10; E0;
24/06/19;   10:21:08;       1.725; 104.702;   28.54;   34935;   18.10; E0;
24/06/19;   10:21:09;       1.742; 104.807;   28.55;   34947;   18.00; E0;
24/06/19;   10:21:10;       1.759; 104.509;   28.56;   34912;   18.10; E0;
24/06/19;   10:21:11;       1.776; 104.590;   28.57;   34924;   18.00; E0;
24/06/19;   10:21:12;       1.793; 104.341;   28.58;   34933;   18.10; E0;
24/06/19;   10:21:13;       1.810; 104.341;   28.58;   34940;   18.10; E0;
24/06/19;   10:21:14;       1.827; 104.437;   28.57;   34921;   18.10; E0;
24/06/19;   10:21:15;       1.844; 104.807;   28.55;   34942;   18.00; E0;
24/06/19;   10:21:16;       1.861; 104.831;   28.55;   34926;   18.00; E0;
24/06/19;   10:21:17;       1.878; 104.533;   28.56;   34926;   18.10; E0;
24/06/19;   10:21:19;       1.911; 104.735;   28.56;   34920;   18.00; E0;
24/06/19;   10:21:22;       1.945; 104.662;   28.57;   34909;   18.00; E0;
24/06/19;   10:21:23;       1.962; 104.485;   28.56;   34915;   18.10; E0;
24/06/19;   10:21:24;       1.979; 104.557;   28.56;   34932;   18.10; E0;
24/06/19;   10:21:25;       1.996; 104.710;   28.56;   34913;   18.00; E0;
24/06/19;   10:21:26;       2.013; 104.485;   28.56;   34906;   18.10; E0;
24/06/19;   10:21:27;       2.030; 104.461;   28.57;   34921;   18.10; E0;
24/06/19;   10:21:28;       2.047; 104.638;   28.57;   34913;   18.00; E0;
24/06/19;   10:21:29;       2.064; 104.533;   28.56;   34933;   18.10; E0;
24/06/19;   10:21:30;       2.081; 104.557;   28.56;   34908;   18.10; E0;
24/06/19;   10:21:31;       2.098; 104.509;   28.56;   34918;   18.10; E0;
24/06/19;   10:21:32;       2.115; 104.629;   28.55;   34929;   18.10; E0;
24/06/19;   10:21:33;       2.132; 104.605;   28.55;   34928;   18.10; E0;
24/06/19;   10:21:34;       2.148; 104.581;   28.55;   34922;   18.10; E0;
24/06/19;   10:21:35;       2.166; 104.678;   28.55;   34896;   18.10; E0;
24/06/19;   10:21:36;       2.182; 104.750;   28.54;   34904;   18.10; E0;
24/06/19;   10:21:37;       2.199; 104.927;   28.54;   34926;   18.00; E0;
24/06/19;   10:21:38;       2.216; 104.951;   28.54;   34932;   18.00; E0;
24/06/19;   10:21:39;       2.233; 104.726;   28.54;   34927;   18.10; E0;
24/06/19;   10:21:40;       2.250; 104.605;   28.55;   34889;   18.10; E0;
24/06/19;   10:21:41;       2.267; 104.533;   28.56;   34933;   18.10; E0;
24/06/19;   10:21:42;       2.284; 104.831;   28.55;   34904;   18.00; E0;
24/06/19;   10:21:43;       2.301; 104.654;   28.55;   34915;   18.10; E0;
24/06/19;   10:21:44;       2.318; 104.605;   28.55;   34913;   18.10; E0;
24/06/19;   10:21:45;       2.335; 104.822;   28.53;   34918;   18.10; E0;
24/06/19;   10:21:46;       2.352; 104.903;   28.54;   34928;   18.00; E0;
24/06/19;   10:21:47;       2.369; 104.557;   28.56;   34900;   18.10; E0;
24/06/19;   10:21:48;       2.385; 104.533;   28.56;   34920;   18.10; E0;
24/06/19;   10:21:49;       2.403; 104.518;   28.58;   34906;   18.00; E0;
24/06/19;   10:21:50;       2.419; 104.413;   28.57;   34891;   18.10; E0;
24/06/19;   10:21:51;       2.436; 104.437;   28.57;   34906;   18.10; E0;
24/06/19;   10:21:52;       2.453; 104.581;   28.55;   34909;   18.10; E0;
24/06/19;   10:21:53;       2.470; 104.629;   28.55;   34901;   18.10; E0;
24/06/19;   10:21:54;       2.487; 104.662;   28.57;   34894;   18.00; E0;
24/06/19;   10:21:55;       2.504; 104.509;   28.56;   34907;   18.10; E0;
24/06/19;   10:21:56;       2.521; 104.365;   28.58;   34869;   18.10; E0;
24/06/19;   10:21:57;       2.538; 104.365;   28.58;   34895;   18.10; E0;
24/06/19;   10:21:58;       2.555; 104.533;   28.56;   34911;   18.10; E0;
24/06/19;   10:21:59;       2.572; 104.461;   28.57;   34918;   18.10; E0;
24/06/19;   10:22:00;       2.589; 104.485;   28.56;   34901;   18.10; E0;
24/06/19;   10:22:01;       2.606; 104.485;   28.56;   34907;   18.10; E0;
24/06/19;   10:22:02;       2.622; 104.341;   28.58;   34912;   18.10; E0;
24/06/19;   10:22:03;       2.639; 104.365;   28.58;   34895;   18.10; E0;
24/06/19;   10:22:05;       2.673; 104.485;   28.56;   34896;   18.10; E0;
24/06/19;   10:22:06;       2.690; 104.533;   28.56;   34883;   18.10; E0;
24/06/19;   10:22:07;       2.707; 104.533;   28.56;   34906;   18.10; E0;
24/06/19;   10:22:08;       2.724; 104.654;   28.55;   34914;   18.10; E0;
24/06/19;   10:22:09;       2.741; 104.485;   28.56;   34895;   18.10; E0;
24/06/19;   10:22:10;       2.758; 104.485;   28.56;   34896;   18.10; E0;
24/06/19;   10:22:11;       2.775; 104.533;   28.56;   34888;   18.10; E0;
24/06/19;   10:22:12;       2.792; 104.509;   28.56;   34902;   18.10; E0;
24/06/19;   10:22:13;       2.809; 104.605;   28.55;   34895;   18.10; E0;
24/06/19;   10:22:14;       2.826; 104.581;   28.55;   34895;   18.10; E0;
24/06/19;   10:22:15;       2.843; 104.557;   28.56;   34907;   18.10; E0;
24/06/19;   10:22:16;       2.860; 104.509;   28.56;   34900;   18.10; E0;
