***** DESCRIPTION ***********;
[enter the description here];

***** INSTRUMENT INFO *******;
IDENTIFICATION;
PHIboard number   : v1230910;
PM number         : 20112620;
Serial number     : S DLA 0002 000078   ;
MUX channel       : OFF - 00;
;
PARAMETERS;
Signal LED current: 050;
Ref LED current   : 075;
Ref LED amplitude : 87556;
Frequency         : 006;
Sending interval  : 0001;
Averaging         : 2;
Internal temp     : 29.0 C;
;
SYSTEM SETTINGS;
APL function      : ON;
Temp compensation : ON - ch a;
Analog out        : chA t chB t;
RS232 echo        : ON;
Oxygen unit       : %a.s.;
;
CALIBRATION;
Sensor type       : 2;
0%a.s.phase 1     : 59.64 at 017.1∞C amp 089100;
100.00%a.s.phase 2: 28.61 at 020.5∞C amp 040000;
Date   (ddmmyy)   : 270619;
Pressure (mBar)   : 1015;
;
FIRMWARE;
"Code 3.016 (IAP)  : 08/20/04, 09:50:56;"
Xilinx built      : 01/05/04 (MM/DD/YY);
Reset condition   : SLEEP;
 ;
 ;
 ;
 ;
 ;
 ;
 ;
 ;

***** SOFTWARE INFO *********;
OxyView - PST3-V6.02 10/2007;
© by PreSens GmbH;
27/06/19;
9:18:44 PM;

******MEASURE MODE SETTINGS**;
Dynamic Averaging;   1;
measure mode;  5 sec ;

start time; 9:18:44 PM; 
date(DD/MM/YY); time/hh:mm:ss; logtime/min; oxygen/% airsatur.; phase/∞; amp; temp/∞C; ErrorMessage;
27/06/19;   21:18:44;       0.000;  95.444;   29.67;   41489;   17.90; E0;
27/06/19;   21:18:50;       0.102;  95.273;   29.69;   41507;   17.90; E0;
27/06/19;   21:18:55;       0.186;  95.187;   29.70;   41557;   17.90; E0;
27/06/19;   21:19:00;       0.270;  94.930;   29.73;   41563;   17.90; E0;
27/06/19;   21:19:05;       0.355;  95.016;   29.72;   41577;   17.90; E0;
27/06/19;   21:19:11;       0.439;  94.845;   29.74;   41578;   17.90; E0;
27/06/19;   21:19:16;       0.524;  94.760;   29.75;   41605;   17.90; E0;
27/06/19;   21:19:21;       0.608;  94.930;   29.73;   41636;   17.90; E0;
27/06/19;   21:19:25;       0.676;  95.273;   29.69;   41597;   17.90; E0;
27/06/19;   21:19:30;       0.761;  94.930;   29.73;   41588;   17.90; E0;
27/06/19;   21:19:35;       0.845;  94.845;   29.74;   41570;   17.90; E0;
27/06/19;   21:19:40;       0.930;  94.589;   29.77;   41612;   17.90; E0;
27/06/19;   21:19:45;       1.014;  94.675;   29.76;   41575;   17.90; E0;
27/06/19;   21:19:50;       1.099;  95.016;   29.72;   41609;   17.90; E0;
27/06/19;   21:19:55;       1.183;  95.016;   29.72;   41569;   17.90; E0;
27/06/19;   21:20:00;       1.268;  95.101;   29.71;   41583;   17.90; E0;
27/06/19;   21:20:05;       1.352;  94.845;   29.74;   41554;   17.90; E0;
27/06/19;   21:20:10;       1.437;  95.101;   29.71;   41529;   17.90; E0;
27/06/19;   21:20:15;       1.521;  95.016;   29.72;   41538;   17.90; E0;
27/06/19;   21:20:20;       1.606;  95.016;   29.72;   41557;   17.90; E0;
27/06/19;   21:20:26;       1.690;  95.016;   29.72;   41575;   17.90; E0;
27/06/19;   21:20:31;       1.775;  95.101;   29.71;   41563;   17.90; E0;
27/06/19;   21:20:36;       1.859;  95.101;   29.71;   41545;   17.90; E0;
27/06/19;   21:20:40;       1.927;  95.016;   29.72;   41561;   17.90; E0;
27/06/19;   21:20:45;       2.011;  94.845;   29.74;   41552;   17.90; E0;
27/06/19;   21:20:50;       2.096;  95.187;   29.70;   41534;   17.90; E0;
27/06/19;   21:20:55;       2.180;  95.016;   29.72;   41531;   17.90; E0;
27/06/19;   21:21:00;       2.265;  95.187;   29.70;   41529;   17.90; E0;
27/06/19;   21:21:05;       2.349;  95.101;   29.71;   41558;   17.90; E0;
27/06/19;   21:21:10;       2.434;  94.930;   29.73;   41588;   17.90; E0;
27/06/19;   21:21:15;       2.518;  95.016;   29.72;   41596;   17.90; E0;
27/06/19;   21:21:20;       2.603;  94.589;   29.77;   41613;   17.90; E0;
27/06/19;   21:21:25;       2.687;  94.845;   29.74;   41607;   17.90; E0;
27/06/19;   21:21:30;       2.772;  94.930;   29.73;   41612;   17.90; E0;
27/06/19;   21:21:36;       2.856;  95.101;   29.71;   41591;   17.90; E0;
27/06/19;   21:21:41;       2.941;  95.273;   29.69;   41594;   17.90; E0;
27/06/19;   21:21:46;       3.025;  94.930;   29.73;   41574;   17.90; E0;
27/06/19;   21:21:50;       3.093;  95.273;   29.69;   41567;   17.90; E0;
27/06/19;   21:21:55;       3.177;  95.187;   29.70;   41561;   17.90; E0;
27/06/19;   21:22:00;       3.262;  94.930;   29.73;   41536;   17.90; E0;
27/06/19;   21:22:05;       3.346;  94.930;   29.73;   41532;   17.90; E0;
27/06/19;   21:22:10;       3.431;  95.530;   29.66;   41503;   17.90; E0;
27/06/19;   21:22:15;       3.515;  95.016;   29.72;   41539;   17.90; E0;
27/06/19;   21:22:20;       3.600;  94.930;   29.73;   41548;   17.90; E0;
27/06/19;   21:22:25;       3.684;  95.444;   29.67;   41499;   17.90; E0;
27/06/19;   21:22:30;       3.769;  95.702;   29.64;   41473;   17.90; E0;
27/06/19;   21:22:35;       3.853;  95.616;   29.65;   41494;   17.90; E0;
27/06/19;   21:22:40;       3.938;  95.273;   29.69;   41457;   17.90; E0;
27/06/19;   21:22:46;       4.022;  95.530;   29.66;   41453;   17.90; E0;
27/06/19;   21:22:51;       4.107;  95.444;   29.67;   41496;   17.90; E0;
27/06/19;   21:22:56;       4.191;  95.358;   29.68;   41478;   17.90; E0;
27/06/19;   21:23:01;       4.276;  95.273;   29.69;   41466;   17.90; E0;
27/06/19;   21:23:05;       4.343;  95.530;   29.66;   41445;   17.90; E0;
27/06/19;   21:23:10;       4.428;  95.702;   29.64;   41460;   17.90; E0;
27/06/19;   21:23:15;       4.512;  95.616;   29.65;   41455;   17.90; E0;
27/06/19;   21:23:20;       4.597;  95.530;   29.66;   41473;   17.90; E0;
27/06/19;   21:23:25;       4.681;  95.444;   29.67;   41474;   17.90; E0;
27/06/19;   21:23:30;       4.766;  95.530;   29.66;   41413;   17.90; E0;
27/06/19;   21:23:35;       4.850;  95.702;   29.64;   41431;   17.90; E0;
27/06/19;   21:23:40;       4.935;  95.530;   29.66;   41419;   17.90; E0;
27/06/19;   21:23:45;       5.019;  96.048;   29.60;   41409;   17.90; E0;
27/06/19;   21:23:50;       5.104;  95.875;   29.62;   41399;   17.90; E0;
27/06/19;   21:23:55;       5.188;  95.789;   29.63;   41374;   17.90; E0;
27/06/19;   21:24:01;       5.273;  95.961;   29.61;   41412;   17.90; E0;
27/06/19;   21:24:06;       5.357;  95.789;   29.63;   41421;   17.90; E0;
27/06/19;   21:24:11;       5.442;  95.961;   29.61;   41396;   17.90; E0;
27/06/19;   21:24:15;       5.509;  95.789;   29.63;   41374;   17.90; E0;
27/06/19;   21:24:20;       5.594;  96.135;   29.59;   41366;   17.90; E0;
27/06/19;   21:24:25;       5.678;  95.961;   29.61;   41366;   17.90; E0;
27/06/19;   21:24:30;       5.763;  95.961;   29.61;   41327;   17.90; E0;
27/06/19;   21:24:35;       5.847;  96.135;   29.59;   41340;   17.90; E0;
27/06/19;   21:24:40;       5.932;  96.135;   29.59;   41325;   17.90; E0;
27/06/19;   21:24:45;       6.016;  96.308;   29.57;   41317;   17.90; E0;
27/06/19;   21:24:50;       6.101;  96.048;   29.60;   41349;   17.90; E0;
27/06/19;   21:24:55;       6.185;  96.048;   29.60;   41348;   17.90; E0;
27/06/19;   21:25:00;       6.270;  96.048;   29.60;   41337;   17.90; E0;
27/06/19;   21:25:05;       6.354;  96.221;   29.58;   41340;   17.90; E0;
27/06/19;   21:25:10;       6.439;  96.135;   29.59;   41345;   17.90; E0;
27/06/19;   21:25:16;       6.523;  95.961;   29.61;   41355;   17.90; E0;
27/06/19;   21:25:21;       6.608;  95.875;   29.62;   41310;   17.90; E0;
27/06/19;   21:25:26;       6.692;  96.135;   29.59;   41337;   17.90; E0;
27/06/19;   21:25:30;       6.760;  96.221;   29.58;   41321;   17.90; E0;
27/06/19;   21:25:35;       6.845;  96.221;   29.58;   41298;   17.90; E0;
27/06/19;   21:25:40;       6.929;  96.048;   29.60;   41312;   17.90; E0;
27/06/19;   21:25:45;       7.014;  96.135;   29.59;   41304;   17.90; E0;
27/06/19;   21:25:50;       7.098;  96.308;   29.57;   41294;   17.90; E0;
27/06/19;   21:25:55;       7.183;  96.482;   29.55;   41264;   17.90; E0;
27/06/19;   21:26:00;       7.267;  96.308;   29.57;   41272;   17.90; E0;
27/06/19;   21:26:05;       7.351;  96.569;   29.54;   41268;   17.90; E0;
27/06/19;   21:26:10;       7.436;  96.569;   29.54;   41294;   17.90; E0;
27/06/19;   21:26:15;       7.520;  96.482;   29.55;   41287;   17.90; E0;
27/06/19;   21:26:20;       7.605;  96.221;   29.58;   41287;   17.90; E0;
27/06/19;   21:26:26;       7.690;  96.656;   29.53;   41270;   17.90; E0;
27/06/19;   21:26:31;       7.774;  96.308;   29.57;   41269;   17.90; E0;
27/06/19;   21:26:36;       7.859;  96.482;   29.55;   41278;   17.90; E0;
27/06/19;   21:26:40;       7.926;  96.656;   29.53;   41237;   17.90; E0;
27/06/19;   21:26:45;       8.011;  96.656;   29.53;   41213;   17.90; E0;
27/06/19;   21:26:50;       8.095;  96.395;   29.56;   41224;   17.90; E0;
27/06/19;   21:26:55;       8.180;  96.569;   29.54;   41237;   17.90; E0;
27/06/19;   21:27:00;       8.264;  96.395;   29.56;   41212;   17.90; E0;
27/06/19;   21:27:05;       8.349;  96.831;   29.51;   41215;   17.90; E0;
27/06/19;   21:27:10;       8.433;  96.395;   29.56;   41215;   17.90; E0;
27/06/19;   21:27:15;       8.518;  96.744;   29.52;   41187;   17.90; E0;
27/06/19;   21:27:20;       8.602;  96.569;   29.54;   41212;   17.90; E0;
27/06/19;   21:27:25;       8.687;  96.744;   29.52;   41175;   17.90; E0;
27/06/19;   21:27:30;       8.771;  96.831;   29.51;   41183;   17.90; E0;
27/06/19;   21:27:36;       8.856;  96.656;   29.53;   41143;   17.90; E0;
27/06/19;   21:27:41;       8.940;  97.094;   29.48;   41176;   17.90; E0;
27/06/19;   21:27:46;       9.025;  96.919;   29.50;   41156;   17.90; E0;
27/06/19;   21:27:51;       9.109;  96.831;   29.51;   41176;   17.90; E0;
27/06/19;   21:27:55;       9.177;  96.656;   29.53;   41170;   17.90; E0;
27/06/19;   21:28:00;       9.261;  97.094;   29.48;   41137;   17.90; E0;
27/06/19;   21:28:05;       9.346;  96.569;   29.54;   41111;   17.90; E0;
27/06/19;   21:28:10;       9.430;  97.094;   29.48;   41121;   17.90; E0;
27/06/19;   21:28:15;       9.515;  96.919;   29.50;   41105;   17.90; E0;
27/06/19;   21:28:20;       9.599;  97.182;   29.47;   41114;   17.90; E0;
27/06/19;   21:28:25;       9.684;  97.182;   29.47;   41123;   17.90; E0;
27/06/19;   21:28:30;       9.768;  97.357;   29.45;   41142;   17.90; E0;
27/06/19;   21:28:35;       9.853;  97.182;   29.47;   41116;   17.90; E0;
27/06/19;   21:28:40;       9.937;  97.094;   29.48;   41123;   17.90; E0;
27/06/19;   21:28:45;      10.022;  96.919;   29.50;   41128;   17.90; E0;
27/06/19;   21:28:51;      10.106;  97.094;   29.48;   41157;   17.90; E0;
27/06/19;   21:28:56;      10.191;  97.094;   29.48;   41139;   17.90; E0;
27/06/19;   21:29:01;      10.275;  97.269;   29.46;   41126;   17.90; E0;
27/06/19;   21:29:05;      10.343;  97.094;   29.48;   41123;   17.90; E0;
27/06/19;   21:29:10;      10.427;  97.094;   29.48;   41110;   17.90; E0;
27/06/19;   21:29:15;      10.512;  97.182;   29.47;   41095;   17.90; E0;
27/06/19;   21:29:20;      10.596;  97.534;   29.43;   41075;   17.90; E0;
27/06/19;   21:29:25;      10.681;  97.269;   29.46;   41066;   17.90; E0;
27/06/19;   21:29:30;      10.765;  97.534;   29.43;   41076;   17.90; E0;
27/06/19;   21:29:35;      10.850;  97.357;   29.45;   41073;   17.90; E0;
