Exported with PreSens Datamanager V2.0.0.57
Date;Time;User;SensorID;SensorName;delta_t;Unit;Value;Unit;Mode;Phase;Unit;Amplitude;Unit;Temp;Unit;patm;Unit;Salinity;Unit;Error;Cal0;Unit;T0;Unit;O2-2nd;Unit;Cal2nd;Unit;T2nd;Unit;CalPressure;Unit;f1;dPhi1;dkSv1;dPhi2;dkSv2;m;Cal Mode;SignalLEDCurrent;ReferenceLEDCurrent;ReferenceAmplitude;DeviceSerial;FwVersion;SensorType;BatchID;Calibration Date;Sensor lot;PreSens calibrated Sensor;Battery Voltage;Unit
29-Jun-2019;16:09:11;default              ;1539319713;OXYPROBE             ;0.00;min;110.902;%a.s.;humid;27.604;deg;15784;uV;18.323;°C;1010.090;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35227;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.076;V;
29-Jun-2019;16:09:12;default              ;1539319713;OXYPROBE             ;0.02;min;110.768;%a.s.;humid;27.617;deg;15785;uV;18.323;°C;1010.090;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35220;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.075;V;
29-Jun-2019;16:09:13;default              ;1539319713;OXYPROBE             ;0.03;min;110.531;%a.s.;humid;27.640;deg;15782;uV;18.323;°C;1010.080;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35210;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.075;V;
29-Jun-2019;16:09:14;default              ;1539319713;OXYPROBE             ;0.05;min;110.674;%a.s.;humid;27.626;deg;15788;uV;18.323;°C;1010.090;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35206;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.074;V;
29-Jun-2019;16:09:15;default              ;1539319713;OXYPROBE             ;0.07;min;110.691;%a.s.;humid;27.625;deg;15786;uV;18.317;°C;1010.130;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35199;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.074;V;
29-Jun-2019;16:09:16;default              ;1539319713;OXYPROBE             ;0.08;min;110.694;%a.s.;humid;27.625;deg;15781;uV;18.317;°C;1010.110;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35197;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.074;V;
29-Jun-2019;16:09:17;default              ;1539319713;OXYPROBE             ;0.10;min;110.817;%a.s.;humid;27.612;deg;15836;uV;18.323;°C;1010.110;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35196;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.073;V;
29-Jun-2019;16:09:18;default              ;1539319713;OXYPROBE             ;0.12;min;110.732;%a.s.;humid;27.620;deg;15839;uV;18.323;°C;1010.130;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35200;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.074;V;
29-Jun-2019;16:09:19;default              ;1539319713;OXYPROBE             ;0.13;min;110.562;%a.s.;humid;27.638;deg;15843;uV;18.317;°C;1010.080;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35201;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.075;V;
29-Jun-2019;16:09:20;default              ;1539319713;OXYPROBE             ;0.15;min;110.696;%a.s.;humid;27.625;deg;15847;uV;18.317;°C;1010.090;mbar;33.0;pmil;0;60.390;deg;20.000;°C;100.000;%a.s.;28.407;deg;19.790;°C;1015;mbar;0.8080;-0.08030;0.000433;0.00000;0.000000;29.87;humid;15;45.500;35197;SAAA0008000239;     p2.0.1.5 ;PSt3;181012-0;190628;184100;1;6.076;V;
